Transaction ID,Product ID,Product Category,Product Subcategory,Product Price,Quantity Sold,Transaction Date,Customer ID,Customer Location,Payment Method,Total Sales,Transaction Month
595,198,toys,non-fiction,9.47,1,2022-01-01,1064,Illinois,Credit Card,9.47,2022-01
596,135,groceries,shirt,181.73,2,2022-06-02,1003,Illinois,Debit Card,363.46,2022-06
597,181,groceries,fruit,463.47,3,2023-03-05,1010,New York,Credit Card,1390.41,2023-03
598,195,clothing,board game,118.2,17,2023-05-23,1025,California,Credit Card,2009.4,2023-05
599,123,books,pants,319.01,1,2022-05-06,1060,Illinois,Debit Card,319.01,2022-05
600,122,groceries,pants,114.93,6,2023-05-06,1036,Illinois,Debit Card,689.58,2023-05
601,161,toys,pants,164.23,15,2023-04-27,1022,Florida,Cash,2463.45,2023-04
602,195,clothing,board game,424.78,14,2022-12-11,1092,New York,Credit Card,5946.92,2022-12
603,136,clothing,non-fiction,365.79,15,2022-08-09,1084,Texas,Cash,5486.85,2022-08
604,111,toys,vegetable,52.22,14,2023-12-24,1090,New York,Cash,731.0799999999999,2023-12
605,154,books,shirt,217.21,5,2022-01-25,1039,Texas,PayPal,1086.05,2022-01
606,112,toys,board game,19.44,6,2023-06-12,1076,California,Credit Card,116.64000000000001,2023-06
607,122,books,fruit,243.04,17,2022-07-01,1022,California,Credit Card,4131.68,2022-07
608,188,toys,vegetable,332.9,11,2023-05-14,1015,Illinois,PayPal,3661.8999999999996,2023-05
609,198,toys,fruit,63.66,16,2023-10-03,1093,California,Cash,1018.56,2023-10
610,129,electronics,vegetable,148.0,12,2022-02-11,1060,Illinois,Credit Card,1776.0,2022-02
611,116,clothing,non-fiction,201.93,15,2023-04-26,1067,New York,Cash,3028.9500000000003,2023-04
612,161,toys,fiction,460.17,4,2023-03-15,1079,California,PayPal,1840.68,2023-03
613,183,toys,fruit,496.66,18,2023-02-06,1030,New York,Debit Card,8939.880000000001,2023-02
614,188,groceries,board game,27.23,3,2023-06-30,1052,New York,Cash,81.69,2023-06
615,185,clothing,vegetable,381.7,8,2022-12-11,1024,California,Credit Card,3053.6,2022-12
616,112,groceries,pants,189.0,3,2022-02-14,1043,New York,Debit Card,567.0,2022-02
617,158,clothing,action figure,199.27,8,2023-10-08,1011,California,Cash,1594.16,2023-10
618,118,groceries,pants,378.36,18,2022-01-21,1089,California,Cash,6810.4800000000005,2022-01
619,148,toys,mobile,459.62,10,2023-09-26,1096,California,Debit Card,4596.2,2023-09
620,199,toys,fiction,475.71,17,2022-03-11,1091,Texas,Debit Card,8087.07,2022-03
621,111,electronics,fiction,290.68,8,2022-02-17,1008,New York,Debit Card,2325.44,2022-02
622,160,groceries,pants,181.77,11,2023-05-06,1011,Florida,Credit Card,1999.47,2023-05
623,118,books,shirt,394.84,5,2023-07-05,1068,California,Credit Card,1974.1999999999998,2023-07
624,175,electronics,non-fiction,129.25,13,2022-10-14,1053,New York,Cash,1680.25,2022-10
625,108,groceries,fruit,284.22,5,2022-01-10,1053,Illinois,Cash,1421.1000000000001,2022-01
626,170,groceries,board game,182.5,13,2023-06-26,1027,California,PayPal,2372.5,2023-06
627,127,electronics,fiction,330.03,6,2022-10-01,1055,California,Credit Card,1980.1799999999998,2022-10
628,177,toys,pants,124.0,5,2023-08-23,1098,Florida,Cash,620.0,2023-08
629,194,groceries,pants,99.84,9,2023-01-16,1068,Texas,Debit Card,898.5600000000001,2023-01
630,151,toys,non-fiction,459.53,16,2022-11-25,1097,Texas,Debit Card,7352.48,2022-11
631,182,electronics,non-fiction,55.39,2,2023-04-24,1097,California,Credit Card,110.78,2023-04
632,115,toys,laptop,255.45,1,2022-01-15,1076,New York,Debit Card,255.45,2022-01
633,168,clothing,laptop,114.32,8,2023-05-31,1057,Illinois,PayPal,914.56,2023-05
634,198,books,shirt,24.27,19,2022-07-10,1077,Illinois,Cash,461.13,2022-07
635,111,groceries,shirt,22.83,11,2022-06-17,1074,New York,Cash,251.13,2022-06
636,124,books,mobile,91.73,12,2023-06-05,1041,California,Cash,1100.76,2023-06
637,151,toys,shirt,434.05,12,2023-09-13,1037,Illinois,Credit Card,5208.6,2023-09
638,184,groceries,vegetable,144.83,7,2022-05-17,1067,Texas,Debit Card,1013.8100000000001,2022-05
639,199,toys,non-fiction,475.48,13,2022-06-03,1052,New York,PayPal,6181.24,2022-06
640,152,clothing,board game,292.9,8,2023-01-23,1032,Florida,Credit Card,2343.2,2023-01
641,122,electronics,vegetable,221.12,9,2022-07-28,1070,California,Cash,1990.08,2022-07
642,115,groceries,fruit,292.14,7,2022-09-29,1055,New York,PayPal,2044.98,2022-09
643,156,clothing,pants,260.77,15,2022-05-23,1071,Illinois,Cash,3911.5499999999997,2022-05
644,138,clothing,shirt,380.59,2,2023-09-03,1050,California,Cash,761.18,2023-09
645,152,groceries,pants,144.84,12,2022-03-10,1073,Texas,Credit Card,1738.08,2022-03
646,141,toys,fiction,179.76,1,2022-09-04,1042,California,Cash,179.76,2022-09
647,157,clothing,mobile,447.58,8,2022-09-18,1014,California,PayPal,3580.64,2022-09
648,138,books,fiction,473.5,5,2022-03-20,1037,Texas,Cash,2367.5,2022-03
649,113,clothing,mobile,446.82,15,2023-10-20,1014,Texas,Debit Card,6702.3,2023-10
650,194,toys,laptop,212.63,1,2023-09-15,1004,California,Cash,212.63,2023-09
651,104,toys,pants,391.28,1,2023-08-28,1092,Texas,Credit Card,391.28,2023-08
652,134,books,mobile,240.79,10,2023-06-09,1082,New York,PayPal,2407.9,2023-06
653,186,clothing,action figure,251.28,10,2023-09-13,1053,Texas,Credit Card,2512.8,2023-09
654,192,toys,vegetable,106.32,15,2022-11-26,1050,Texas,Debit Card,1594.8,2022-11
655,174,groceries,mobile,297.61,17,2022-07-08,1009,California,Cash,5059.37,2022-07
656,117,electronics,mobile,97.14,6,2022-04-05,1011,New York,Credit Card,582.84,2022-04
657,175,electronics,vegetable,169.12,3,2023-09-09,1003,Florida,Credit Card,507.36,2023-09
658,108,electronics,pants,428.24,13,2022-01-08,1094,Florida,Credit Card,5567.12,2022-01
659,173,clothing,pants,107.5,16,2022-03-08,1017,Illinois,Credit Card,1720.0,2022-03
660,157,books,vegetable,40.22,8,2023-05-11,1079,Texas,Debit Card,321.76,2023-05
661,116,toys,fiction,39.16,15,2022-07-10,1035,Texas,Debit Card,587.4,2022-07
662,106,groceries,action figure,470.69,17,2023-01-01,1024,New York,Cash,8001.73,2023-01
663,145,groceries,board game,255.93,17,2023-06-05,1086,Florida,Cash,4350.81,2023-06
664,112,clothing,fruit,207.66,13,2022-04-27,1075,Illinois,PayPal,2699.58,2022-04
665,139,electronics,action figure,406.38,17,2022-09-24,1097,New York,Debit Card,6908.46,2022-09
666,141,clothing,pants,418.73,6,2023-09-03,1035,Texas,Credit Card,2512.38,2023-09
667,108,books,board game,169.43,17,2023-04-30,1066,Florida,Credit Card,2880.31,2023-04
668,149,books,laptop,348.34,16,2023-05-24,1008,Illinois,PayPal,5573.44,2023-05
669,126,toys,shirt,386.71,14,2022-10-25,1060,California,Credit Card,5413.94,2022-10
670,165,toys,mobile,329.05,13,2022-06-13,1052,Florida,PayPal,4277.650000000001,2022-06
671,104,books,vegetable,80.04,6,2023-01-11,1017,Illinois,Cash,480.24,2023-01
672,128,books,vegetable,438.56,3,2023-10-15,1042,New York,Debit Card,1315.68,2023-10
673,136,books,mobile,271.85,14,2022-09-25,1034,California,PayPal,3805.9000000000005,2022-09
674,137,clothing,shirt,144.82,14,2023-07-03,1062,Illinois,Credit Card,2027.48,2023-07
675,182,books,fruit,215.49,15,2022-03-15,1097,Illinois,PayPal,3232.3500000000004,2022-03
676,107,groceries,shirt,23.6,8,2023-05-23,1077,Texas,Cash,188.8,2023-05
677,164,electronics,board game,68.29,15,2022-03-14,1003,Florida,Credit Card,1024.3500000000001,2022-03
678,185,books,shirt,383.95,13,2022-11-04,1092,Texas,Cash,4991.349999999999,2022-11
679,116,electronics,board game,5.01,17,2022-07-18,1040,California,Cash,85.17,2022-07
680,170,clothing,shirt,211.2,3,2022-05-10,1044,Illinois,PayPal,633.5999999999999,2022-05
681,188,electronics,fruit,263.64,6,2023-07-26,1049,Texas,Cash,1581.84,2023-07
682,144,clothing,fruit,32.04,5,2023-09-07,1078,Florida,Credit Card,160.2,2023-09
683,103,groceries,pants,486.67,17,2023-05-02,1027,California,Cash,8273.39,2023-05
684,135,clothing,mobile,116.93,2,2022-05-31,1041,New York,Cash,233.86,2022-05
685,169,clothing,fruit,155.58,15,2023-10-31,1079,Texas,PayPal,2333.7000000000003,2023-10
686,130,toys,board game,155.45,5,2022-07-25,1075,California,Cash,777.25,2022-07
687,118,books,fruit,119.06,6,2022-06-28,1068,New York,Debit Card,714.36,2022-06
688,160,books,pants,5.73,6,2022-07-16,1097,Texas,PayPal,34.38,2022-07
689,153,groceries,vegetable,366.03,18,2022-03-30,1000,California,PayPal,6588.539999999999,2022-03
690,138,groceries,board game,483.59,18,2023-03-10,1038,California,Credit Card,8704.619999999999,2023-03
691,190,books,pants,116.03,4,2022-07-02,1095,Texas,Credit Card,464.12,2022-07
692,173,toys,fiction,333.21,17,2022-07-28,1089,California,Credit Card,5664.57,2022-07
693,189,books,fiction,372.24,14,2023-05-08,1016,Illinois,Credit Card,5211.360000000001,2023-05
694,118,toys,laptop,424.97,14,2022-05-10,1090,Texas,Debit Card,5949.58,2022-05
695,138,groceries,shirt,214.2,13,2023-10-27,1087,California,PayPal,2784.6,2023-10
696,166,electronics,mobile,154.95,7,2022-01-13,1034,New York,Cash,1084.6499999999999,2022-01
697,144,groceries,non-fiction,166.02,12,2023-09-26,1045,New York,Credit Card,1992.2400000000002,2023-09
698,112,groceries,action figure,357.75,15,2022-04-16,1041,Illinois,Credit Card,5366.25,2022-04
699,191,clothing,pants,409.31,19,2023-01-10,1038,Texas,Credit Card,7776.89,2023-01
700,157,clothing,vegetable,94.9,11,2023-08-05,1089,California,Cash,1043.9,2023-08
701,119,clothing,action figure,188.62,15,2023-12-08,1048,California,Credit Card,2829.3,2023-12
702,191,clothing,vegetable,451.46,12,2023-11-29,1061,New York,Cash,5417.5199999999995,2023-11
703,171,toys,action figure,404.31,3,2022-04-09,1037,Illinois,PayPal,1212.93,2022-04
704,160,books,pants,492.5,17,2023-08-17,1022,New York,PayPal,8372.5,2023-08
705,138,electronics,non-fiction,378.35,3,2023-08-10,1021,New York,PayPal,1135.0500000000002,2023-08
706,100,groceries,action figure,199.63,19,2022-07-11,1003,Illinois,Debit Card,3792.97,2022-07
707,102,toys,pants,297.37,4,2022-11-21,1048,Texas,Cash,1189.48,2022-11
708,176,electronics,fruit,332.2,3,2023-12-27,1058,California,Credit Card,996.5999999999999,2023-12
709,191,toys,non-fiction,43.84,16,2023-04-12,1072,Texas,Credit Card,701.44,2023-04
710,161,toys,board game,274.53,12,2023-01-02,1067,Florida,Credit Card,3294.3599999999997,2023-01
711,162,groceries,vegetable,356.11,8,2022-11-14,1070,Florida,Credit Card,2848.88,2022-11
712,124,books,fiction,87.82,17,2022-05-24,1086,Florida,Debit Card,1492.9399999999998,2022-05
713,155,clothing,shirt,391.41,7,2023-01-19,1001,Illinois,Credit Card,2739.8700000000003,2023-01
714,132,books,fiction,293.97,11,2022-08-04,1048,New York,Debit Card,3233.67,2022-08
715,137,groceries,non-fiction,476.35,18,2022-12-27,1087,Texas,Cash,8574.300000000001,2022-12
716,105,groceries,board game,26.0,1,2022-11-20,1094,California,PayPal,26.0,2022-11
717,157,groceries,vegetable,136.34,3,2022-01-15,1030,Florida,Credit Card,409.02,2022-01
718,143,electronics,board game,302.77,4,2022-08-05,1039,Texas,PayPal,1211.08,2022-08
719,144,books,action figure,151.8,13,2023-05-07,1047,Florida,Cash,1973.4,2023-05
720,131,books,vegetable,358.64,6,2023-07-01,1050,Florida,Cash,2151.84,2023-07
721,144,toys,action figure,380.71,14,2022-07-02,1042,California,Credit Card,5329.94,2022-07
722,160,toys,pants,55.75,5,2022-09-27,1097,Illinois,Cash,278.75,2022-09
723,146,toys,non-fiction,259.36,16,2023-04-12,1054,New York,PayPal,4149.76,2023-04
724,120,groceries,pants,256.9,15,2023-09-04,1087,Illinois,Credit Card,3853.4999999999995,2023-09
725,179,books,laptop,187.79,15,2023-06-03,1048,Texas,Debit Card,2816.85,2023-06
726,184,groceries,board game,466.8,4,2023-06-26,1089,Illinois,Credit Card,1867.2,2023-06
727,174,electronics,action figure,414.62,8,2023-04-12,1079,Texas,PayPal,3316.96,2023-04
728,135,toys,fruit,350.12,16,2022-11-01,1056,Texas,Credit Card,5601.92,2022-11
729,198,groceries,pants,358.59,16,2022-05-24,1076,New York,Credit Card,5737.44,2022-05
730,118,groceries,laptop,233.55,4,2022-04-21,1014,California,PayPal,934.2,2022-04
731,119,electronics,mobile,460.89,13,2022-08-20,1026,New York,Credit Card,5991.57,2022-08
732,156,clothing,fiction,348.82,13,2023-11-22,1067,Illinois,Credit Card,4534.66,2023-11
733,117,books,vegetable,365.85,2,2023-08-07,1079,Texas,PayPal,731.7,2023-08
734,146,clothing,laptop,431.54,3,2023-12-23,1063,Florida,Cash,1294.6200000000001,2023-12
735,148,toys,non-fiction,140.67,8,2023-08-15,1093,Florida,PayPal,1125.36,2023-08
736,113,groceries,pants,404.5,15,2023-05-15,1029,Texas,Credit Card,6067.5,2023-05
737,114,electronics,non-fiction,101.64,11,2023-08-18,1035,New York,Debit Card,1118.04,2023-08
738,130,electronics,fiction,175.94,9,2023-07-08,1066,California,Debit Card,1583.46,2023-07
739,100,books,fruit,171.13,7,2022-09-30,1085,New York,PayPal,1197.9099999999999,2022-09
740,153,clothing,board game,489.37,13,2023-12-04,1085,Texas,Debit Card,6361.81,2023-12
741,102,books,board game,428.99,2,2022-06-22,1048,Texas,Credit Card,857.98,2022-06
742,115,groceries,non-fiction,352.08,8,2022-01-07,1075,California,Credit Card,2816.64,2022-01
743,186,books,action figure,364.89,7,2022-06-04,1054,Illinois,PayPal,2554.23,2022-06
744,156,electronics,fruit,283.23,12,2023-06-06,1084,Illinois,Credit Card,3398.76,2023-06
745,174,electronics,board game,473.81,19,2023-06-30,1055,California,Cash,9002.39,2023-06
746,111,toys,fruit,250.65,7,2023-07-02,1067,Illinois,Credit Card,1754.55,2023-07
747,173,toys,laptop,193.36,10,2023-06-02,1094,Florida,PayPal,1933.6000000000001,2023-06
748,195,groceries,fruit,85.7,16,2022-08-03,1043,Illinois,Cash,1371.2,2022-08
749,115,clothing,shirt,394.17,3,2022-05-14,1030,Illinois,Cash,1182.51,2022-05
750,171,books,fiction,368.55,10,2022-10-12,1057,Illinois,Debit Card,3685.5,2022-10
751,175,groceries,board game,195.26,6,2022-05-06,1086,Florida,Credit Card,1171.56,2022-05
752,123,toys,fruit,17.47,18,2023-03-15,1052,Illinois,PayPal,314.46,2023-03
753,127,books,non-fiction,420.3,18,2023-11-17,1083,Florida,Debit Card,7565.400000000001,2023-11
754,107,toys,mobile,10.65,5,2022-06-01,1078,California,Debit Card,53.25,2022-06
755,191,books,shirt,353.33,7,2022-11-27,1022,New York,Credit Card,2473.31,2022-11
756,135,clothing,shirt,485.28,2,2023-06-22,1027,California,Credit Card,970.56,2023-06
757,189,groceries,action figure,221.64,11,2023-01-18,1015,New York,PayPal,2438.04,2023-01
758,107,books,fruit,121.31,13,2022-04-25,1036,California,Debit Card,1577.03,2022-04
759,157,electronics,action figure,353.91,5,2023-04-27,1020,New York,PayPal,1769.5500000000002,2023-04
760,159,electronics,action figure,409.48,6,2022-10-11,1078,New York,Debit Card,2456.88,2022-10
761,149,books,mobile,275.48,14,2022-03-16,1016,Texas,Debit Card,3856.7200000000003,2022-03
762,127,books,laptop,483.68,12,2022-06-15,1036,New York,Debit Card,5804.16,2022-06
763,191,books,fruit,30.58,4,2022-07-08,1076,New York,Credit Card,122.32,2022-07
764,140,electronics,pants,254.87,6,2022-03-19,1018,Texas,Debit Card,1529.22,2022-03
765,199,electronics,board game,360.63,10,2023-08-25,1029,Illinois,Debit Card,3606.3,2023-08
766,163,books,action figure,432.01,18,2023-11-19,1044,Illinois,Debit Card,7776.18,2023-11
767,126,toys,fiction,93.73,15,2022-01-21,1017,Texas,Cash,1405.95,2022-01
768,162,toys,vegetable,401.0,8,2023-07-20,1077,Florida,Credit Card,3208.0,2023-07
769,116,clothing,fiction,278.59,9,2022-07-03,1061,New York,Cash,2507.31,2022-07
770,172,groceries,mobile,201.29,5,2022-08-10,1035,New York,Credit Card,1006.4499999999999,2022-08
771,132,toys,mobile,70.2,10,2022-11-24,1099,Texas,PayPal,702.0,2022-11
772,183,electronics,non-fiction,433.32,6,2022-06-28,1083,Texas,Cash,2599.92,2022-06
773,176,toys,laptop,82.85,16,2022-04-22,1051,Florida,PayPal,1325.6,2022-04
774,191,clothing,board game,158.34,3,2023-12-27,1018,Illinois,Debit Card,475.02,2023-12
775,128,clothing,action figure,148.57,10,2022-02-28,1043,California,PayPal,1485.6999999999998,2022-02
776,112,groceries,fiction,436.35,11,2022-11-23,1006,Illinois,PayPal,4799.85,2022-11
777,145,toys,vegetable,337.99,11,2023-09-13,1043,New York,PayPal,3717.8900000000003,2023-09
778,134,electronics,mobile,399.36,17,2023-10-31,1067,Texas,PayPal,6789.12,2023-10
779,105,electronics,mobile,128.98,4,2022-07-10,1033,Florida,Credit Card,515.92,2022-07
780,181,books,laptop,314.31,4,2022-07-19,1065,Illinois,Cash,1257.24,2022-07
781,168,electronics,vegetable,288.01,17,2022-11-08,1068,Florida,Credit Card,4896.17,2022-11
782,146,groceries,vegetable,417.25,9,2023-12-09,1054,Illinois,Credit Card,3755.25,2023-12
783,124,groceries,laptop,453.51,19,2022-02-04,1009,New York,Credit Card,8616.69,2022-02
784,165,electronics,mobile,11.02,5,2023-01-14,1095,California,PayPal,55.099999999999994,2023-01
785,109,electronics,board game,338.64,6,2023-01-22,1041,Florida,Credit Card,2031.84,2023-01
786,155,books,fruit,30.66,3,2022-08-25,1040,Florida,Cash,91.98,2022-08
787,129,electronics,fruit,276.69,1,2023-09-08,1076,California,Credit Card,276.69,2023-09
788,104,books,laptop,147.38,16,2023-06-03,1068,Florida,Debit Card,2358.08,2023-06
789,132,books,vegetable,156.85,11,2022-10-10,1009,Florida,PayPal,1725.35,2022-10
790,164,electronics,action figure,179.71,13,2022-01-01,1009,Illinois,Debit Card,2336.23,2022-01
791,117,clothing,laptop,312.54,10,2023-04-09,1090,Illinois,Cash,3125.4,2023-04
792,195,clothing,board game,170.35,3,2022-08-18,1059,California,Cash,511.04999999999995,2022-08
793,148,books,laptop,367.69,9,2022-06-21,1050,New York,Cash,3309.21,2022-06
794,110,electronics,shirt,205.24,12,2022-03-28,1020,Florida,Cash,2462.88,2022-03
795,184,clothing,fiction,38.83,14,2023-07-07,1007,New York,Credit Card,543.62,2023-07
796,125,electronics,vegetable,392.96,1,2022-05-03,1064,California,PayPal,392.96,2022-05
797,162,electronics,non-fiction,146.45,18,2022-10-25,1091,California,Cash,2636.1,2022-10
798,188,electronics,non-fiction,219.22,17,2023-11-21,1077,Illinois,Debit Card,3726.74,2023-11
799,185,toys,vegetable,344.29,9,2023-07-29,1084,Florida,Cash,3098.61,2023-07
800,158,electronics,board game,169.57,9,2023-04-29,1029,Texas,PayPal,1526.1299999999999,2023-04
801,126,toys,shirt,33.01,10,2022-06-14,1084,California,Debit Card,330.09999999999997,2022-06
802,148,books,shirt,190.09,19,2023-11-30,1048,Florida,Debit Card,3611.71,2023-11
803,176,clothing,mobile,472.5,15,2023-01-18,1008,New York,Debit Card,7087.5,2023-01
804,132,clothing,fiction,322.66,5,2022-07-28,1016,Illinois,Credit Card,1613.3000000000002,2022-07
805,197,clothing,fruit,337.38,15,2023-03-08,1068,New York,Cash,5060.7,2023-03
806,198,clothing,pants,317.98,2,2023-01-24,1057,California,Credit Card,635.96,2023-01
807,100,clothing,board game,103.5,13,2023-07-14,1056,California,Debit Card,1345.5,2023-07
808,120,clothing,pants,212.08,16,2022-08-12,1061,New York,Credit Card,3393.28,2022-08
809,154,clothing,pants,376.72,15,2022-01-03,1094,California,Credit Card,5650.8,2022-01
810,105,books,vegetable,55.18,10,2023-01-07,1051,Florida,Credit Card,551.8,2023-01
811,191,electronics,non-fiction,142.54,14,2023-11-18,1060,California,Cash,1995.56,2023-11
812,180,groceries,non-fiction,141.78,10,2023-03-22,1039,Illinois,Debit Card,1417.8,2023-03
813,168,toys,fruit,218.85,14,2023-09-03,1037,Florida,Debit Card,3063.9,2023-09
814,194,groceries,vegetable,490.28,9,2022-04-26,1042,Texas,Cash,4412.5199999999995,2022-04
815,104,groceries,pants,38.41,14,2022-09-27,1062,California,Credit Card,537.74,2022-09
816,102,electronics,action figure,261.76,3,2023-03-23,1018,California,Credit Card,785.28,2023-03
817,152,electronics,non-fiction,93.79,16,2023-01-03,1099,Illinois,PayPal,1500.64,2023-01
818,122,electronics,board game,485.48,2,2022-09-10,1049,Illinois,PayPal,970.96,2022-09
819,152,clothing,board game,61.09,10,2022-11-13,1032,New York,PayPal,610.9000000000001,2022-11
820,136,books,mobile,204.78,3,2023-02-19,1012,New York,Cash,614.34,2023-02
821,173,clothing,laptop,370.25,11,2022-04-05,1077,New York,Debit Card,4072.75,2022-04
822,173,books,action figure,353.75,11,2022-01-24,1096,Illinois,PayPal,3891.25,2022-01
823,182,books,non-fiction,214.25,13,2023-09-20,1061,New York,Debit Card,2785.25,2023-09
824,116,groceries,shirt,176.53,7,2023-10-25,1092,New York,Debit Card,1235.71,2023-10
825,184,groceries,non-fiction,201.82,17,2022-02-19,1042,Texas,Debit Card,3430.94,2022-02
826,177,books,mobile,135.82,2,2023-05-17,1048,New York,Cash,271.64,2023-05
827,172,books,board game,106.64,12,2023-12-19,1035,California,Cash,1279.68,2023-12
828,100,clothing,pants,244.1,10,2023-05-13,1009,Illinois,Cash,2441.0,2023-05
829,150,clothing,shirt,137.92,18,2022-12-01,1094,Florida,Cash,2482.56,2022-12
830,144,groceries,vegetable,147.29,11,2022-03-20,1005,Texas,PayPal,1620.1899999999998,2022-03
831,176,electronics,fiction,330.09,16,2023-08-05,1056,Illinois,Credit Card,5281.44,2023-08
832,103,books,pants,484.43,17,2022-01-27,1000,Illinois,Credit Card,8235.31,2022-01
833,161,clothing,fiction,303.8,19,2022-09-28,1070,California,Credit Card,5772.2,2022-09
834,164,groceries,action figure,43.1,18,2023-07-16,1057,New York,PayPal,775.8000000000001,2023-07
835,131,clothing,laptop,42.41,3,2022-09-04,1090,California,Credit Card,127.22999999999999,2022-09
836,133,books,shirt,475.95,16,2023-08-14,1020,New York,PayPal,7615.2,2023-08
837,191,books,fruit,152.16,6,2023-01-22,1091,New York,PayPal,912.96,2023-01
838,194,toys,shirt,50.57,12,2023-12-03,1079,Illinois,PayPal,606.84,2023-12
839,171,electronics,non-fiction,301.53,11,2023-07-13,1055,New York,Credit Card,3316.83,2023-07
840,138,toys,board game,313.71,15,2022-12-27,1086,Texas,Debit Card,4705.65,2022-12
841,125,groceries,non-fiction,326.01,15,2023-05-03,1019,Texas,Credit Card,4890.15,2023-05
842,133,clothing,non-fiction,137.36,16,2022-12-18,1053,Texas,Credit Card,2197.76,2022-12
843,153,groceries,action figure,12.48,10,2023-12-02,1024,Illinois,Cash,124.80000000000001,2023-12
844,102,books,pants,482.68,12,2022-09-13,1027,California,PayPal,5792.16,2022-09
845,149,toys,fruit,129.19,13,2022-08-10,1004,Florida,Debit Card,1679.47,2022-08
846,111,toys,fruit,339.63,4,2022-01-01,1020,New York,Cash,1358.52,2022-01
847,164,toys,non-fiction,354.78,7,2023-06-30,1017,Florida,Debit Card,2483.46,2023-06
848,153,groceries,fiction,306.95,2,2023-03-22,1046,California,Debit Card,613.9,2023-03
849,104,books,action figure,159.89,15,2022-03-20,1069,California,PayPal,2398.35,2022-03
850,193,clothing,non-fiction,139.19,8,2022-08-24,1056,Illinois,Credit Card,1113.52,2022-08
851,193,clothing,laptop,300.85,7,2022-11-30,1092,Texas,PayPal,2105.9500000000003,2022-11
852,156,groceries,board game,433.72,15,2022-12-15,1018,Texas,PayPal,6505.8,2022-12
853,116,toys,pants,473.63,14,2022-04-08,1096,California,Cash,6630.82,2022-04
854,146,electronics,vegetable,57.42,8,2022-03-23,1064,Illinois,PayPal,459.36,2022-03
855,122,groceries,laptop,81.64,12,2023-05-17,1002,Illinois,Credit Card,979.6800000000001,2023-05
856,178,groceries,fiction,472.64,13,2023-04-22,1041,New York,Debit Card,6144.32,2023-04
857,184,books,shirt,369.58,11,2023-12-05,1020,Texas,PayPal,4065.3799999999997,2023-12
858,113,clothing,shirt,442.08,17,2023-07-04,1098,California,Debit Card,7515.36,2023-07
859,165,groceries,laptop,105.3,17,2022-01-14,1039,Florida,PayPal,1790.1,2022-01
860,174,groceries,non-fiction,295.86,4,2023-01-27,1066,Texas,Debit Card,1183.44,2023-01
861,150,toys,vegetable,352.06,8,2022-12-13,1024,New York,PayPal,2816.48,2022-12
862,137,toys,mobile,341.66,5,2022-11-06,1054,Illinois,Cash,1708.3000000000002,2022-11
863,163,electronics,mobile,207.04,16,2023-01-21,1083,California,Debit Card,3312.64,2023-01
864,197,books,fiction,12.62,4,2022-07-28,1051,Texas,PayPal,50.48,2022-07
865,137,electronics,non-fiction,293.55,15,2022-12-23,1043,Florida,PayPal,4403.25,2022-12
866,149,toys,fruit,130.29,12,2023-08-24,1097,New York,Cash,1563.48,2023-08
867,197,clothing,fruit,227.88,5,2023-07-22,1084,New York,Cash,1139.4,2023-07
868,181,toys,pants,479.0,16,2022-04-04,1055,Texas,Cash,7664.0,2022-04
869,129,books,vegetable,202.52,14,2022-04-03,1054,Florida,Debit Card,2835.28,2022-04
870,178,toys,vegetable,420.7,10,2022-12-06,1086,New York,Debit Card,4207.0,2022-12
871,190,books,shirt,98.33,7,2023-08-20,1069,California,Cash,688.31,2023-08
872,150,books,action figure,337.87,13,2023-03-21,1076,New York,Credit Card,4392.31,2023-03
873,162,books,fiction,488.62,5,2022-01-22,1086,Florida,Credit Card,2443.1,2022-01
874,197,books,mobile,55.44,3,2022-10-18,1072,Illinois,PayPal,166.32,2022-10
875,151,books,fiction,9.12,15,2023-04-30,1080,Illinois,Credit Card,136.79999999999998,2023-04
876,137,clothing,fruit,219.62,4,2022-11-02,1065,Texas,PayPal,878.48,2022-11
877,196,electronics,fruit,50.85,15,2023-09-26,1018,Florida,Debit Card,762.75,2023-09
878,187,groceries,laptop,375.45,14,2022-05-08,1082,New York,Debit Card,5256.3,2022-05
879,178,electronics,pants,457.7,19,2023-09-17,1006,New York,Credit Card,8696.3,2023-09
880,129,books,vegetable,219.84,13,2022-09-30,1062,Illinois,Debit Card,2857.92,2022-09
881,150,clothing,board game,133.06,10,2023-03-18,1041,Illinois,Cash,1330.6,2023-03
882,180,toys,fiction,220.03,5,2023-05-18,1041,California,Cash,1100.15,2023-05
883,104,clothing,fruit,363.11,6,2022-05-10,1058,Illinois,Credit Card,2178.66,2022-05
884,128,books,action figure,9.48,4,2022-05-12,1019,California,Credit Card,37.92,2022-05
885,103,clothing,shirt,296.78,2,2023-08-20,1072,New York,PayPal,593.56,2023-08
886,109,clothing,mobile,308.58,16,2023-04-27,1016,California,Debit Card,4937.28,2023-04
887,155,books,pants,320.66,18,2023-01-25,1026,California,PayPal,5771.88,2023-01
888,116,clothing,action figure,124.8,5,2023-08-16,1046,Texas,PayPal,624.0,2023-08
889,173,groceries,pants,358.46,4,2022-11-21,1001,Illinois,Cash,1433.84,2022-11
890,116,groceries,laptop,50.24,13,2022-03-10,1062,California,Cash,653.12,2022-03
891,183,clothing,board game,103.64,19,2023-10-22,1061,New York,Cash,1969.16,2023-10
892,187,toys,fruit,439.35,2,2023-03-24,1099,Florida,Cash,878.7,2023-03
